gene	geneID
1700088E04Rik	84645
Mterf1a	7978
Mterf1b	7978
Igf2bp2	10644
Spin4	139886
Caprin2	65981
Trafd1	10906
Crtc2	200186
Car2	760
Abracl	58527
Ppef1	5475
Atg2b	55102
Slc25a17	10478
Cdh10	1008
Phf19	26147
Il34	146433
Cdc27	996
Krtap1-4	83895
Phf1	5252
Commd4	54939
Dnajc1	64215
Skida1	387640
Calca	797
Itfg2	55846
Pknox1	5316
Klf14	136259
Tst	7263
Zmynd8	23613
Cckar	886
Nus1	116150
Ramp2	10266
Sgsm1	129049
Was	7454
Cdip1	29965
Sectm1a	6398
Srsf4	6429
Oxct1	5019
Exoc3l	283849
Trmt2b	79979
Hadha	3030
Spink7	84651
Pdgfrl	5157
Sh3bp5	9467
Cntrob	116840
Spint2	10653
Pde9a	5152
Iqcd	115811
St6galnac6	30815
Dram2	128338
Lamc3	10319
Tmem253	643382
Znrd1	30834
Rnf152	220441
Dis3l2	129563
Myb	4602
Cpn1	1369
Chl1	10752
Ctnnal1	8727
E2f2	1870
Pi4ka	5297
Cldn22	53842
Tlx1	3195
Tmx1	81542
Rtl3	203430
Cradd	8738
Ccnq	92002
Ppia	5478
Entpd3	956
Prrg3	79057
Trappc9	83696
Bche	590
D6Wsu163e	57102
Myl10	93408
Mapkbp1	23005
Aadacl4	343066
U2af2	11338
Fam173a	65990
Fads1	3992
Ogfrl1	79627
Usmg5	84833
Trim59	286827
Htr2c	3358
Panx2	56666
Plcg2	5336
Ubr2	23304
Nhlrc4	283948
Adamts9	56999
Rnf6	6049
Mfsd6	54842
Snapc3	6619
D17Wsu92e	64771
Cep126	57562
Col3a1	1281
Exoc6b	23233
Rac1	5879
Acaca	31
Gimap5	100527949
Gimap3	100527949
Slc2a7	155184
Gh	1444
Amacr	23600
Etfa	2108
1810046K07Rik	341032
Zfp772	374928
Gpatch4	54865
Celf3	11189
Med13l	23389
Thbs4	7060
Pnrc1	10957
Kat2a	2648
Col15a1	1306
Apoa4	337
Cd9	928
Rpp40	10799
Cerkl	375298
Nr2c2ap	126382
4930590J08Rik	84077
Deptor	64798
Vipr2	7434
Tmem97	27346
Srsf7	6432
Golph3l	55204
Crebbp	1387
Iqcg	84223
Cuedc1	404093
Adcy1	107
Ffar2	2867
Gpat4	137964
Myl1	4632
Pip5k1a	8394
Lbhd1	79081
Pcdhgb4	8641
Fyttd1	84248
Smarcal1	50485
Hnrnph3	3189
Ubl3	5412
Trpm7	54822
Agmat	79814
Col8a2	1296
Frmd5	84978
Mtx1	4580
Tfcp2	7024
Gps1	2873
Pdyn	5173
Zdhhc21	340481
Thap7	80764
Klk12	43849
Scrt2	85508
Lrrc72	100506049
Tmc7	79905
Mid1ip1	58526
Aifm3	150209
Dnajb5	25822
Casp3	836
Mobp	4336
Repin1	29803
Ms4a13	503497
Clp1	10978
Zfp536	9745
Eif4g2	1982
Kras	3845
Slc1a2	6506
Gab1	2549
Fam50b	26240
Ltb4r1	1241
0610037L13Rik	54987
Hmgcll1	54511
Hexdc	284004
Kin	22944
N4bp2	55728
Mybpc1	4604
Ndufaf4	29078
Slc38a8	146167
Tbc1d9b	23061
Lrrc52	440699
Hcar2	338442
Unc119	9094
Skap2	8935
Zbtb8os	339487
Cox16	51241
Rpap3	79657
Hoxa2	3199
Galm	130589
Nfkbie	4794
Pter	9317
Lima1	51474
Rtf2	51507
Hif1an	55662
Lrp2	4036
Sytl4	94121
Dnaja3	9093
Fgf16	8823
Morn5	254956
Smyd4	114826
Fbln1	2192
Ralgapa1	253959
Zdhhc23	254887
Slc6a15	55117
Klf4	9314
Lin7c	55327
Pcgf5	84333
Serinc2	347735
Mab21l1	4081
Decr1	1666
Gfpt1	2673
Kcnc1	3746
Arcn1	372
Olfr646	390066
Syt16	83851
Nr0b2	8431
Ip6k2	51447
Angptl1	9068
Vars	7407
Nr4a3	8013
Ino80c	125476
Lrrc45	201255
Pou3f2	5454
Zp3	7784
Fam136a	84908
Mif	4282
Ctbs	1486
Slc16a11	162515
Pmf1	100527963
Pmf1	11243
Tmem164	84187
Mmrn2	79812
Nlrp2	55655
Tenm2	57451
Cmpk2	129607
Faxc	84553
Kdm4b	23030
Txndc15	79770
Lmnb2	84823
Foxred1	55572
F13a1	2162
Pdcd4	27250
Cep290	80184
Hrh3	11255
Myo9b	4650
Prrc1	133619
Adprhl1	113622
Ywhae	7531
Elovl1	64834
Ddx5	1655
Vps52	6293
Rap1a	5906
Bpifa2	140683
Vps45	11311
Myo7b	4648
Irf5	3663
Itch	83737
Ndufb10	4716
Aifm1	9131
Zfp623	9831
Cap2	10486
Uqcrc2	7385
Abcb4	5244
Cfb	629
1110038F14Rik	65265
Map3k10	4294
Cnn1	1264
Srp68	6730
Traf1	7185
Pcdhb3	56132
Gxylt2	727936
Alb	213
Twistnb	221830
Timm10	26519
Fiz1	84922
Fblim1	54751
Cst11	140880
Itpa	3704
Dhcr24	1718
Adgrd1	283383
Stx2	2054
Cpne7	27132
Olfr993	390181
Fam160a1	729830
Rps3	6188
Hcfc1r1	54985
Sdc1	6382
Cacna1g	8913
Itgav	3685
Myef2	50804
Clba1	122616
Kntc1	9735
Sept11	55752
Erbb2	2064
Hdgfl2	84717
Plbd2	196463
Etv1	2115
Spaca3	124912
Cidea	1149
Wdr45	11152
Grm2	2912
Gba	2629
Mrpl36	64979
Lrrc42	115353
Mydgf	56005
Zpbp	11055
Sstr1	6751
Eci2	10455
Tspo2	222642
Lta4h	4048
Cdca8	55143
Ube2d1	7321
B4galt2	8704
Clec4e	26253
Gm28729	646730
4921507P07Rik	136895
Ccdc83	220047
Ift27	11020
Pura	5813
Amfr	267
Ccdc88b	283234
Zswim8	23053
Ptn	5764
Lpl	4023
Stk38	11329
Sfr1	119392
Mecp2	4204
Bbip1	92482
Carnmt1	138199
Erlec1	27248
Stim1	6786
Krt32	3882
Rabl2	11159
Nrcam	4897
Slc25a34	284723
Col6a1	1291
Nmt2	9397
Dapl1	92196
Zxdc	79364
Zw10	9183
B4gat1	11041
Orc1	4998
Samd11	148398
Coq3	51805
Wscd1	23302
Il15	3600
Zbtb7c	201501
Mapkapk5	8550
Wnt6	7475
Snrnp40	9410
Cadm3	57863
Prpf39	55015
Mroh2b	133558
Snap29	9342
Hax1	10456
Creld1	78987
Flrt3	23767
Nxpe3	91775
Gal3st3	89792
Cnih4	29097
Rragc	64121
Auh	549
Postn	10631
Kncn	148930
Pcif1	63935
Xrcc1	7515
Emcn	51705
Pebp4	157310
Shroom1	134549
Nck2	8440
Nras	4893
Castor1	652968
Sgca	6442
Kcnd3	3752
Stard3nl	83930
Bhlhe40	8553
Otogl	283310
Egfl8	80864
Ccr1	1230
Prr7	80758
Polr3h	171568
Tex13b	56156
Dlg1	1739
Ehmt2	10919
Tab1	10454
Hist1h2ao	8334
Nadsyn1	55191
Chmp1a	5119
Depdc1b	55789
Nr5a1	2516
Tfec	22797
Fndc7	163479
Hist1h3f	333932
Nptx1	4884
Dqx1	165545
Eva1b	55194
Nudt15	55270
Adcy3	109
Igfbp2	3485
Chtf18	63922
Ano2	57101
Anxa10	11199
Trmu	55687
Pcdh17	27253
Slc31a1	1317
Ric8b	55188
Efemp2	30008
St3gal3	6487
Gpr152	390212
Ppp1r32	220004
Rfesd	317671
Fbf1	85302
Clybl	171425
Bpifc	254240
Olfr270	286365
Itpripl2	162073
Ccdc66	285331
Rpl14	9045
Krt17	3872
Map6	4135
Cd151	977
Hspb3	8988
Chpf2	54480
Ptk2	5747
Zcchc9	84240
Slc2a12	154091
Mst1r	4486
P2ry4	5030
Nr2e1	7101
Ptprq	374462
Zc3h12b	340554
Zfp318	24149
Klhl6	89857
Pdlim4	8572
Klhdc9	126823
Zfp207	7756
Arsj	79642
Lum	4060
Olfr1424	390197
Cgref1	10669
Cd47	961
Unc13d	201294
Rasgrf2	5924
Il16	3603
Epop	100170841
Adnp2	22850
Xrcc4	7518
Best2	54831
6820408C15Rik	140680
Meox1	4222
Ddx39	10212
Krt24	192666
Rho	6010
Ehd1	10938
Ube2e1	7324
Eif6	3692
Wfdc2	10406
C2cd4b	388125
Slco2b1	11309
Sirt1	23411
Dpp7	29952
Degs1	8560
Ccdc146	57639
Nadk2	133686
Commd7	149951
Tbc1d22a	25771
Slit2	9353
Nsf	4905
Mbp	4155
Cenps	378708
Cenps	100526739
Ropn1l	83853
Tmem126a	84233
Trim27	5987
Il1r2	7850
Btg1	694
Zfp182	7569
Sema5a	9037
Tusc2	11334
Atp5f1	515
Hmcn1	83872
Pi4k2b	55300
Polr2k	5440
Rbm46	166863
Acaa2	10449
Sdf2	6388
Gch1	2643
Dot1l	84444
Tigit	201633
Agfg2	3268
Pgap3	93210
Stx1a	6804
Rfx6	222546
Chrna6	8973
Txndc8	255220
Sik2	23235
Ocm	654231
Fbxo47	494188
Utp6	55813
Arid3c	138715
Cpq	10404
Pcdhga8	9708
Arhgef12	23365
Olfml3	56944
Tmod3	29766
Ssbp2	23635
Dnajc16	23341
Clvs1	157807
Stk38l	23012
Alas2	212
Fam166b	730112
Arhgef3	50650
Epn1	29924
Dhfr	1719
Arl5b	221079
D330045A20Rik	55086
Abhd16a	7920
Otub2	78990
Ccdc188	388849
Esf1	51575
Nanos3	342977
Sppl2a	84888
Tbc1d21	161514
Mcub	55013
1700019D03Rik	84281
Zmym4	9202
H2afz	3015
Elovl2	54898
A3galt2	127550
Dpp3	10072
St8sia4	7903
Cnga2	1260
Capn12	147968
Nkapl	222698
H2-Ob	3112
F8	2157
Tgm4	7047
Nbl1	100532736
Nbl1	4681
Afg3l2	10939
Dck	1633
Tnfsf18	8995
Zfp580	51157
Als2cr12	130540
Gm11562	81872
Ociad2	132299
Enpp3	5169
Tas2r119	50834
A930018P22Rik	100131378
Entpd5	957
Vsig4	11326
Fam102a	399665
Nckap1	10787
Zcchc8	55596
Blzf1	8548
Fbxo41	150726
Caps2	84698
Clec7a	64581
Galnt2	2590
Syde2	84144
Akr1b8	57016
D3Ertd254e	10308
Ppic	5480
Zgrf1	55345
Mex3c	51320
Pcdhgc5	56097
Ndufa3	4696
Trpc6	7225
Pip	5304
Nfyc	4802
Camkv	79012
Pold2	5425
Htra3	94031
Fam192a	80011
Chic2	26511
Chrnd	1144
Rgs14	10636
Abca6	23460
Nrsn1	140767
Wnt2b	7482
Mcoln1	57192
Ifnk	56832
Egr3	1960
Taf10	6881
Lrmda	83938
Sfrp2	6423
Scyl3	57147
Magee2	139599
Lrrc39	127495
Spata18	132671
Urm1	81605
Aire	326
Nqo2	4835
Spag6l	9576
Cabp5	56344
Arpc5	10092
Slc10a5	347051
Sspo	23145
Lmx1b	4010
Lrp6	4040
Knl1	57082
Nfyb	4801
Rusc2	9853
Rflna	144347
Rflna	100533183
Vwa5b1	127731
Vps13d	55187
Pros1	5627
Doc2a	8448
Fam168a	23201
Senp5	205564
Ppp4c	5531
Lmod3	56203
Akap2	11217
Snca	6622
Dda1	79016
Triobp	11078
Ctss	1520
Srbd1	55133
Ehd4	30844
Hnrnpl	3191
Vgll2	245806
Gnmt	27232
Dennd6b	414918
Tcerg1	10915
Sox7	83595
Mapkapk3	7867
Npy2r	4887
Itprid2	6744
Olfr68	23538
Zfp516	9658
Kcnu1	157855
Zfp518b	85460
Kank3	256949
Abcg8	64241
Farp1	10160
Rbmx2	51634
Sf3b1	23451
Clstn3	9746
Ccr2	729230
Tmem26	219623
Ankrd31	256006
Txnrd3	114112
Lpcat2	54947
Ube2v1	7335
Cltb	1212
Abca9	10350
Cntn6	27255
Triap1	51499
Dupd1	338599
Igfbp3	3486
Coa7	65260
Fam174a	345757
Psmc5	5705
Farsa	2193
Ssxb2	548313
Ssxb2	6759
Wt1	7490
Micu2	221154
Crb1	23418
Snupn	10073
Olfr419	128368
Mmp2	4313
Mmp1a	4312
Scamp3	10067
Gabarapl2	11345
Cyba	1535
Dhx15	1665
Trpc4ap	26133
Ros1	6098
Nicn1	84276
Jak2	3717
Paip2b	400961
Foxo6	100132074
Srp14	6727
Fli1	2313
Pex19	5824
Zfp791	163049
Actr2	10097
Polr3a	11128
Prkag3	53632
Hoxa13	3209
Abca3	21
C2	717
Cd302	9936
Rfx3	5991
Casp6	839
Rpl17	6139
Rpl17-ps8	6139
Csf2rb2	1439
Csf2rb	1439
Tmc3	342125
Ckmt2	1160
Slfnl1	200172
Rbm27	54439
Utp23	84294
Dennd4c	55667
L2hgdh	79944
Fbxl13	222235
Triqk	286144
Aspscr1	79058
Uvssa	57654
Htra1	5654
Arf3	377
Armc10	83787
Eif2s3x	1968
Uba3	9039
Irak1bp1	134728
Gas8	2622
Rnd3	390
Cxcr2	3579
Tcf21	6943
Rbm7	10179
Prmt2	3275
Ctsa	5476
Gata1	2623
Igsf11	152404
Exoc3l2	90332
Klhl40	131377
Mogs	7841
Cep170b	283638
Srpk1	6732
Hvcn1	84329
Zik1	284307
Fam20b	9917
Sphkap	80309
Lrrc4c	57689
Mrpl53	116540
Plekhg6	55200
B4galt1	2683
Prickle2	166336
Hist1h2bb	3018
Kat14	57325
Usb1	79650
Pqbp1	10084
Ap3m2	10947
Olfr508	120066
Olfr480	120066
Trim17	51127
March10	162333
Gbgt1	26301
Rnf182	221687
Tubb2a	7280
Cd96	10225
Cryba2	1412
Nid2	22795
Cdk13	8621
Coch	1690
Parp3	10039
Rps15a	6210
Dido1	11083
Tyw1	55253
Cdc73	79577
Zfp790	388536
Gpd2	2820
Mylip	29116
Mrnip	51149
Uqcrc1	7384
Ankra2	57763
Tssk1	83942
Ccdc112	153733
Dnaaf5	54919
Ano6	196527
Large2	120071
1600014C10Rik	83636
Suv39h1	6839
Mapk1ip1l	93487
Tomm6	100188893
Slc30a1	7779
Slc19a1	6573
Tmem114	283953
Poldip3	84271
Tmem14a	28978
Gfpt2	9945
Gimd1	100507096
Papln	89932
Timeless	8914
Mtg1	92170
Iqschfp	100505385
Rhof	54509
Vmn1r237	317703
Zfp511	118472
Pcsk7	9159
Mlh1	4292
Smim19	114926
Spert	220082
Soat2	8435
Hbb-bs	3043
Hbb-bt	3043
Spock3	50859
Map1b	4131
Prdx5	25824
Fam110b	90362
Luzp2	338645
Sox13	9580
Zfp57	346171
Utp14a	10813
Tbx3	6926
Olfr195	403277
C030006K11Rik	414919
Ppp1cb	5500
Aldh9a1	223
Rad17	5884
Ppp6r2	9701
Ccni	10983
Nop56	10528
Pcdh11x	27328
Nars2	79731
Vps54	51542
Rprd2	23248
Dkk1	22943
Gas2l1	10634
Ilk	3611
Mat1a	4143
Nf2	4771
C1qtnf3	114899
Nlgn3	54413
Kdm6a	7403
C1s2	716
C1s1	716
Kdm5c	8242
Fam84b	157638
Mrpl48	51642
Fem1b	10116
Olfr641	390064
Nyap1	222950
Pnliprp1	5407
Bnip1	662
Phtf2	57157
Fcgbp	8857
Lgr5	8549
Dcaf1	9730
Wdr48	57599
Psma2	5683
Tmem199	147007
Enpp5	59084
Galnt14	79623
Ap1s1	1174
Tcf12	6938
Fkbpl	63943
Strip1	85369
Mutyh	4595
Thap2	83591
Krtcap2	200185
Ranbp1	5902
Zwilch	55055
Lyst	1130
1700019N19Rik	143379
Med21	9412
Spg21	51324
Sftpb	6439
Tgif2lx2	90316
Tgif2lx1	90316
Gm14412	79973
Zfp970	79973
Gm14391	79973
Gm14305	79973
Gm6710	79973
Zfp971	79973
Zfp966	79973
Gm14325	79973
Zfp967	79973
Gm4724	79973
Gm14326	79973
Gm2026	79973
Gm14434	79973
Gm14308	79973
Tecr	9524
Trim47	91107
Ccdc60	160777
Grik4	2900
Olfr414	128366
Apopt1	84334
Spry1	10252
Trub2	26995
Clec4f	165530
Elavl4	1996
Ism1	140862
Fbxo11	80204
Baiap3	8938
Rbbp6	5930
Satb2	23314
Zfp445	353274
Zranb1	54764
Pih1d2	120379
Zfp131	7690
Dab2ip	153090
Hpca	3208
Nom1	64434
Ppp1r14a	94274
Nrg4	145957
Arl3	403
Bspry	54836
Ifitm5	387733
Tm6sf1	53346
Arid4a	5926
Zc3h3	23144
Gli3	2737
Pdcd10	11235
Tex13a	56157
Gfer	2671
F2rl3	9002
Kcnb1	3745
Inip	58493
Nrm	11270
Nkpd1	284353
Mfap5	8076
Tmem50b	757
Tfdp1	7027
Ugt2a2	574537
Sem1	7979
Lmln	89782
Lims1	3987
Tctn3	26123
Aen	64782
Tubgcp6	85378
Spag17	200162
Zfp105	7584
1700017B05Rik	56905
Rit1	6016
Slc25a44	9673
Tmem184c	55751
Cd164	8763
Crtap	10491
Kif3b	9371
Cdh3	1001
Dnajc7	7266
Lrrc75b	388886
Zfp51	388561
Exoc5	10640
Rnpep	6051
Arl4d	379
Cdk16	5127
Chrd	8646
Twnk	56652
Kcnj3	3760
Fam181a	90050
Zfp111	7769
Zbtb7b	51043
Dnajc9	23234
Tg	7038
Cmtm5	116173
Nck1	4690
Adgrb2	576
Tfap2a	7020
Cmip	80790
Zfp287	57336
Th	7054
Spata19	219938
Dock10	55619
Nusap1	51203
Gmpr2	51292
Cep192	55125
Kansl1l	151050
Fibp	9158
Ogfod1	55239
Bcl3	602
Slc29a1	2030
Eif2ak1	27102
Mrps7	51081
Krtap9-3	81850
Ssh2	85464
Dhx40	79665
Hoxd1	3231
Prlr	5618
Trpv6	55503
Srarp	149563
Sox3	6658
Usp31	57478
Pkig	11142
Cd2bp2	10421
Cblc	23624
Sec24b	10427
Mtnr1b	4544
Fcho2	115548
Haus2	55142
Plet1	349633
Cct4	10575
Rln1	6013
Asl	435
Heatr6	63897
Nt5m	56953
Tonsl	4796
Prr19	284338
Atf3	467
Nrxn1	9378
Emp1	2012
Serpina1b	5265
Serpina1e	5265
Serpina1c	5265
Serpina1a	5265
Serpina1d	5265
Krt23	25984
Chn2	1124
En1	2019
Phf5a	84844
Cntnap1	8506
Cyb5d1	124637
Tssk3	81629
Traf3	7187
Wapl	23063
Tsen54	283989
Pogk	57645
Pdia2	64714
Golga3	2802
Dpcd	25911
Ribc1	158787
Chd8	57680
Cnih2	254263
Rpl34-ps2	6164
Arhgef1	9138
Ppm1a	5494
Kank2	25959
Robo2	6092
Icam2	3384
Il23r	149233
Nup133	55746
Copz1	22818
Wsb1	26118
Tmem123	114908
Nms	129521
Artn	9048
Grxcr2	643226
Fat1	2195
Hmgcr	3156
Hs3st2	9956
Myo9a	4649
Amdhd2	51005
Tcaf2	285966
Wfdc6a	57119
Atp9b	374868
Flnc	2318
Mast3	23031
Fadd	8772
Eif5	1983
Pth2r	5746
Noc4l	79050
Trp53rkb	112858
Trp53rka	112858
Myl7	58498
Aaas	8086
Ccdc113	29070
Rfwd3	55159
Bdkrb2	624
Dmd	1756
Anapc11	51529
Dctn1	1639
Lime1	54923
Col9a1	1297
Itga3	3675
Spata9	83890
Fads2	9415
Lins1	55180
Dclk1	9201
Il17rb	55540
Mars	4141
Cyp3a41b	1577
Cyp3a11	1577
Cyp3a41a	1577
Cyp3a44	1577
Cyp3a16	1577
Pear1	375033
Dtwd2	285605
Adgrf2	222611
Mat2a	4144
Slamf8	56833
Ankrd12	23253
Hsbp1	3281
Cep120	153241
Gnat3	346562
Olfr803	254786
Krt39	390792
Hcrtr1	3061
Krt16	3868
Scarb2	950
Cfap52	146845
Stxbp1	6812
H1fx	8971
Mllt1	4298
Setbp1	26040
Hspa14	51182
Nr2c2	7182
Gm29257	102724737
Dsn1	79980
Capn9	10753
Ttc1	7265
Gm14137	643338
Rgs18	64407
Kdm3a	55818
Marc1	64757
Lrp8	7804
Rcor2	283248
Kat2b	8850
Aicda	57379
Mgrn1	23295
Il13ra1	3597
Cyb561	1534
Myo7a	4647
Kcnt2	343450
Wscd2	9671
Lemd3	23592
Rbm48	84060
Spin1	10927
Pank1	53354
Ttc34	100287898
Ms4a8a	83661
Gdf5	8200
Cd200r1	131450
Grpr	2925
Ccsap	126731
Il2	3558
Rab1b	81876
Hrh4	59340
Cpt1c	126129
Sf3b3	23450
Ubxn1	51035
Siah2	6478
Slc37a1	54020
Fam163b	642968
Ybey	54059
Hspbap1	79663
Aurka	6790
Tpcn2	219931
AI429214	157773
Rnasek	440400
Edf1	8721
Mrpl33	9553
Ftsj3	117246
Cul1	8454
Gprc5b	51704
F12	2161
Syt5	6861
Tex47	219557
Rnaseh2b	79621
Sertm1	400120
Vsx1	30813
Srxn1	140809
Lama2	3908
Aktip	64400
Olfr95	442194
Tmem230	29058
Enho	375704
Wdr18	57418
Arhgap15	55843
Cebpz	10153
Grap	10750
Spty2d1	144108
Dmxl2	23312
Cstl1	128817
Cox14	84987
Fbxo28	23219
Zfp647	58500
Rin3	79890
Yy1	7528
Zfp74	148266
Cd101	9398
Fam160b1	57700
Lrrc19	64922
Pex10	5192
Hand2	9464
Fsd1	79187
Cryz	1429
Aprt	353
Rabep1	9135
Eml4	27436
Shroom2	357
Zfp775	285971
Fam169a	26049
Nrxn2	9379
Ccdc155	147872
Ldhb	3945
Trappc1	58485
Clk1	1195
Tstd2	158427
Ndufs6	4726
Ndufs6b	4726
Nsun7	79730
Fzd6	8323
Gdnf	2668
Rad50	10111
Ptgir	5739
Mrpl20	55052
Zar1l	646799
Pipox	51268
Cyp4f14	66002
Sephs2	22928
Ergic2	51290
Park7	11315
Cnpy4	245812
Naa10	8260
Mif4gd	57409
Olfr16	127385
Ddias	220042
Bsn	8927
Taf2	6873
Stxbp5	134957
Card9	64170
Ddc	1644
Naa15	80155
Bfsp2	8419
Dhx34	9704
Tex11	56159
Anapc10	10393
Ankrd13c	81573
Fancd2os	115795
Hddc2	51020
Atf4	468
Ahdc1	27245
Rnf207	388591
Sigirr	59307
Actn1	87
Cdc37	11140
Tjp2	9414
Mum1l1	139221
Tmem104	54868
Sstr2	6752
N4bp3	23138
Spsb3	90864
Olfr453	26211
Spata32	124783
Ptf1a	256297
Olfr308	343169
Shisa4	149345
Inpp5d	3635
Sall2	6297
Hal	3034
9130008F23Rik	135398
Etv2	2116
Ncoa1	8648
Fam53c	51307
Slc8a3	6547
Nme8	51314
Whamm	123720
Lmod2	442721
Cavin4	347273
Ankle1	126549
Sidt2	51092
Ccl5	6352
Dnajb14	79982
Grm3	2913
Ywhaq	10971
Ywhaq-ps3	10971
Smarcc2	6601
Ltbp1	4052
Olfr692	120787
Unc13a	23025
Cadm4	199731
Nprl2	10641
Ebag9	9166
Shbg	6462
Gcc1	79571
Cdc34	997
Npc2	10577
S100a16	140576
Rp9	6100
Hivep3	59269
Slc19a3	80704
Mtfr2	113115
Trim28	10155
Pskh1	5681
Dcx	1641
Ago1	26523
Tmem247	388946
Shank1	50944
Atrx	546
Cep131	22994
Pde8b	8622
Cd300lb	124599
Taf13	6884
Xkr9	389668
Cpxm2	119587
Ighmbp2	3508
Zic4	84107
Prpf4	9128
Pcyt1a	5130
Pafah2	5051
Fam210b	116151
Nup85	79902
Sbno1	55206
Il7r	3575
Midn	90007
Dock2	1794
Mia	8190
Zfp112	7771
Col24a1	255631
Smarca2	6595
Larp6	55323
Gpr33	2856
Arl14ep	120534
Cttnbp2nl	55917
Lats2	26524
Procr	10544
Hsd17b3	3293
Cacna1d	776
Rplp2	6181
Efna5	1946
Sdhaf3	57001
Kremen2	79412
Mttp	4547
Thap12	5612
Bcap31	10134
Reg1	5967
Akt3	10000
Map4k2	5871
Nipal1	152519
Pbld1	64081
Ntng2	84628
Dok3	79930
Tlr3	7098
Lurap1	541468
Cdc25c	995
Tmem120b	144404
Clnk	116449
Spast	6683
Lactb2	51110
BC051019	56673
Gpr153	387509
Nfs1	9054
Lrrc10	376132
Tdgf1	6997
Sdcbp2	27111
Tnfsf10	8743
C2cd5	9847
1700034E13Rik	100505841
Guca1a	2978
Gngt2	2793
Xrcc6	2547
Olfr1032	219482
Tmub1	83590
Ubr1	197131
Naa30	122830
Kcna6	3742
Cdkl1	8814
Carmil3	90668
Olfr3	347168
Hhatl	57467
Spp2	6694
Col5a3	50509
Mmaa	166785
Espn	83715
Myo5b	4645
Xpa	7507
Ubac1	10422
Rps9	6203
0610010K14Rik	124944
Dpysl5	56896
Slc5a9	200010
Mak	4117
Polr2i	5438
Tox	9760
Usp51	158880
Slc14a2	8170
Fancd2	2177
Emc4	51234
Gpr88	54112
Btbd2	55643
Zcwpw1	55063
Clcn2	1181
Tfpi	7035
Tnfsf13b	10673
Otulinl	54491
Htr1a	3350
Acaa1a	30
Zdhhc15	158866
1110012L19Rik	541578
1110012L19Rik	91966
Mamstr	284358
Phf20l1	51105
Col22a1	169044
Plpp5	84513
Slc4a1	6521
Suz12	23512
Clpp	8192
Rfc1	5981
Sh3rf3	344558
Gga1	26088
Timm21	29090
Cdk10	8558
Fuk	197258
Npepl1	79716
Zmynd12	84217
Abce1	6059
Xcl1	6375
Dazap2	9802
Acap2	23527
Serpina11	256394
Tmem100	55273
Sash1	23328
Zfp128	7554
Lrrc75a	388341
Riok2	55781
Tet2	54790
Kcnmb4	27345
Myg1	60314
Snx4	8723
Ice1	23379
Pcdhga6	56109
Krt40	125115
Brf2	55290
Agbl5	60509
Mcm2	4171
Rtp4	64108
S1pr4	8698
Rspo2	340419
Nlgn2	57555
Hprt	3251
Kptn	11133
Slc38a3	10991
Olfr1383	391211
Olfr685	338751
Garem2	150946
Zbtb20	26137
Dact3	147906
Sfxn1	94081
Nrip3	56675
Epcam	4072
Nmu	10874
Hectd4	283450
Plrg1	5356
Pigk	10026
Scap	22937
Rhebl1	121268
Gpkow	27238
Bbs5	129880
Chst4	10164
Ube4b	10277
Otof	9381
Snrnp35	11066
Hist1h2be	8343
Tollip	54472
Nutf2-ps2	10204
Nutf2	10204
Tbcd	6904
Edn3	1908
Rpe	6120
Top1	7150
Dars2	55157
St6galnac2	10610
Mex3b	84206
Tyw3	127253
Tmem65	157378
Stam2	10254
Pea15a	8682
Tbc1d12	23232
Cdh24	64403
Gpr22	2845
Ovol3	728361
P2rx5	5026
Btk	695
Tmed1	11018
Tbk1	29110
Phtf1	10745
Sstr3	6753
Trnp1	388610
Bloc1s4	55330
Sntg2	54221
Kcnma1	3778
Ccdc142	84865
Cpne4	131034
Pdgfa	5154
Gemin8	54960
Ackr4	51554
Dock7	85440
Atg13	9776
Cisd1	55847
Aldh1a2	8854
Inca1	388324
Cstb	1476
Apeh	327
Insyn1	388135
Pxdc1	221749
Dcstamp	81501
Lig3	3980
Cort	1325
Mpo	4353
Chrna10	57053
Gpr141	353345
Otud3	23252
Colec12	81035
Izumo3	100129669
Klk4	9622
Cnnm2	54805
Agbl4	84871
Lhfpl1	340596
Cd226	10666
Mterf3	51001
Ppm1j	333926
Prkag2	51422
Sirt3	23410
Sccpdh	51097
Lsm2	57819
Ldha	3939
Emc2	9694
Ppp1r7	5510
Htr2b	3357
Dzip1l	199221
Snap91	9892
Efcab3	146779
Cetn1	1068
Tmem215	401498
Tnfrsf21	27242
Trip13	9319
Cebpd	1052
Cdk5rap1	51654
Olfr802	390321
Phrf1	57661
Cep55	55165
Fhod3	80206
Gm30274	57415
3830406C13Rik	57415
Gp2	2813
Ndst4	64579
Zbtb3	79842
Fnbp1	23048
Hsd17b14	51171
Timm29	90580
Pkdrej	10343
Olfr447	392138
Wnt11	7481
Hnf1b	6928
Ttk	7272
Acbd3	64746
Kdr	3791
Fastk	10922
Rhbdl3	162494
Spdya	245711
Tec	7006
Setx	23064
Sptb	6710
Rassf9	9182
Glrx2	51022
Clcnka	1188
Slc17a8	246213
Gm16462	645090
Tfpt	29844
Tlx2	3196
Gda	9615
Adck2	90956
Gpn2	54707
Wnt8a	7478
Abcf1	23
Limch1	22998
Ints13	55726
Cplx4	339302
Slc2a3	6515
Cldn34-ps	100288814
Azin2	113451
Tle1	7088
Gpx8	493869
Pglyrp4	57115
Fam229b	619208
Npw	283869
Dyrk3	8444
Iyd	389434
Msh6	2956
Fam83c	128876
